n_tips|r0|a0|frac0|tree
45|1.15743430529721|0.396269516367465|0.70448846090585|((((t37:0.6338071536,t43:0.6338071536):0.1451410512,t32:0.7789482048):1.431371749,(((((((t19:0.001623483282,t45:0.001623483282):0.2664580944,t18:0.2680815777):0.293017964,((t33:0.2930486612,t38:0.2930486612):0.1182976936,t8:0.4113463548):0.1497531869):0.3382514273,t41:0.8993509689):0.3617602695,(t15:0.7340398213,t40:0.7340398213):0.5270714171):0.5150446057,(t11:0.1153573019,t35:0.1153573019):1.660798542):0.1453404438,(((t39:0.01196313238,t34:0.01196313238):0.8441449292,(t2:0.1695003371,t17:0.1695003371):0.6866077244):0.8848338901,(((t25:0.1410999245,t31:0.1410999245):0.5118255849,(((t36:0.0831938868,t29:0.0831938868):0.1276844232,t1:0.21087831):0.3182849261,t5:0.5291632361):0.1237622733):0.4534434804,((t23:0.4693149748,(((((t44:0.06846621286,t3:0.06846621286):0.08171250494,t21:0.1501787178):0.03757672855,t28:0.1877554463):0.1188949039,t16:0.3066503503):0.06246724409,(t30:0.1877203827,(t13:0.0007755456591,t4:0.0007755456591):0.1869448371):0.1813972116):0.1001973804):0.455397573,t7:0.9247125477):0.1816564421):0.6345729618):0.1805543364):0.2888236656):1.258506474,(((t24:0.1964327213,t10:0.1964327213):0.158231856,(t26:0.2235642241,t20:0.2235642241):0.1311003531):1.0120877,((((t9:0.2158278694,t27:0.2158278694):0.0453648332,t42:0.2611927026):0.9795474018,(t12:0.1866454541,t14:0.1866454541):1.05409465):0.1053343276,(t22:0.2071164155,t6:0.2071164155):1.138958017):0.02067784567):2.10207415):0.8162325814;
33|1.19791508189403|0.137119068372995|0.611440658452921|((((t26:1.020015038,t7:1.020015038):1.474520587,((t21:1.318406206,(t30:0.5026476796,t17:0.5026476796):0.8157585263):1.081206417,((t33:0.6945605062,(t22:0.2559947538,t6:0.2559947538):0.4385657524):0.9219593883,(((t1:0.3479402492,t24:0.3479402492):0.1834575038,t10:0.531397753):0.4965640523,(t4:0.3741785305,t9:0.3741785305):0.6537832748):0.5885580893):0.783092728):0.09492300191):0.08146867128,(((t14:0.6793732992,((t29:0.3022957605,t16:0.3022957605):0.1896193423,((t15:0.07165383898,t20:0.07165383898):0.3187691456,t32:0.3904229845):0.1014921182):0.1874581964):0.1297738227,t18:0.8091471219):0.3653076252,t5:1.174454747):1.401549549):0.2252698581,((((((t23:0.6109294832,t12:0.6109294832):0.01767094753,(t31:0.1275456382,t28:0.1275456382):0.5010547926):0.04288294032,(t19:0.5338790983,t2:0.5338790983):0.1376042727):0.06299858377,((t25:0.3601144155,t13:0.3601144155):0.3430592128,t27:0.7031736283):0.03130832656):0.2000319857,(t8:0.07244970075,t3:0.07244970075):0.8620642398):0.02700079312,t11:0.9615147337):1.83975942):0.1691332717;
14|0.0293185407831334|0.0743753446498886|0.512408551876433|((((t3:34.35613403,t2:34.35613403):18.27081988,(((t4:19.81104553,t13:19.81104553):2.720244902,t14:22.53129043):14.25455931,t6:36.78584975):15.84110416):17.8536542,(t8:42.21193014,(t7:30.48284009,(t5:3.617639204,t12:3.617639204):26.86520089):11.72909005):28.26867797):28.17655232,((t9:15.51065443,(t1:9.44626583,t10:9.44626583):6.064388602):25.27080545,t11:40.78145988):57.87570055):20.65260848;
29|1.88357182436623|0.283072631943505|0.865196392289363|((t7:1.148226976,((((t11:0.3224136124,t3:0.3224136124):0.04257096086,(t14:0.3089490386,t21:0.3089490386):0.05603553461):0.2738860745,(t23:0.1866353351,t26:0.1866353351):0.4522353126):0.1514205849,(t24:0.6148970405,((t4:0.3899499018,t28:0.3899499018):0.06010952376,(t8:0.3448630008,t5:0.3448630008):0.1051964248):0.164837615):0.1753941921):0.3579357438):0.1983332693,(((((t27:0.2542130808,t22:0.2542130808):0.005130512214,t16:0.259343593):0.2401810874,(t13:0.1763159328,(t20:0.0441033518,t18:0.0441033518):0.132212581):0.3232087476):0.4161396174,((t9:0.3851508292,((t29:0.06091420809,t17:0.06091420809):0.1030819376,t1:0.1639961457):0.2211546835):0.06861421348,((t25:0.2816549709,(t12:0.2621965698,(t6:0.0316507766,t19:0.0316507766):0.2305457932):0.01945840115):0.1593049548,(t15:0.373519963,t10:0.373519963):0.06743996269):0.012805117):0.4618992551):0.03018754597,t2:0.9458518437):0.4007084018):0.03453220712;
16|1.58408499325626|0.48323554843897|0.524492770317011|(((t8:0.6073202067,(((t6:0.4140437571,(t15:0.2305298208,(t11:0.1318768267,t12:0.1318768267):0.09865299414):0.1835139363):0.0767592094,t3:0.4908029665):0.1148034659,t13:0.6056064324):0.001713774287):0.2448079335,t4:0.8521281402):0.4758434415,(t10:1.17591698,((t2:0.4055547413,t9:0.4055547413):0.5456923325,(t7:0.841135643,(((t16:0.01929858088,t14:0.01929858088):0.06492724582,t1:0.0842258267):0.6861903849,t5:0.7704162116):0.07071943141):0.1101114308):0.2246699062):0.1520546017):0.0400712153;
36|3.95199245981872|0.330861106719822|0.627013651654124|(((((t3:0.1389045388,((t25:0.04505372019,t32:0.04505372019):0.05537153787,t15:0.1004252581):0.03847928077):0.005333757303,t27:0.1442382961):0.2500244532,(t28:0.08351067017,t21:0.08351067017):0.3107520792):0.3578618263,((t14:0.104888614,t12:0.104888614):0.4525857285,((t1:0.1708734981,(t4:0.03724482707,t24:0.03724482707):0.133628671):0.3751800752,((t9:0.2936198584,(t19:0.07406876023,t11:0.07406876023):0.2195510981):0.06695534,(((t31:0.08913030834,t2:0.08913030834):0.07849707366,t18:0.167627382):0.08648972278,((t35:0.1431684468,t33:0.1431684468):0.03633948548,(t10:0.01617730171,t6:0.01617730171):0.1633306306):0.07460917251):0.1064580936):0.1854783749):0.0114207693):0.1946502331):0.05281200019,(((t26:0.04495450579,t13:0.04495450579):0.02611423061,t16:0.07106873641):0.6825355909,((((t20:0.01214615442,t36:0.01214615442):0.1655496532,t22:0.1776958076):0.2501416708,(t17:0.1426336413,t7:0.1426336413):0.2852038371):0.1926034828,((t30:0.04719957369,(t5:0.02298662155,t23:0.02298662155):0.02421295214):0.2523918112,(t8:0.2450976052,(t29:0.1049149,t34:0.1049149):0.1401827052):0.05449377966):0.3208495763):0.1331633661):0.05133224847):0.03383958019;
37|2.73415795441717|0.359937284558546|0.64005263929721|(((t22:0.01657913453,t12:0.01657913453):0.08656496883,t2:0.1031441034):1.285942353,((((t16:0.1740880631,t33:0.1740880631):0.02704904623,t23:0.2011371093):0.05007447104,t19:0.2512115804):0.5945033381,((((((((t27:0.09430802831,t31:0.09430802831):0.07261789024,t9:0.1669259186):0.1979267039,(t36:0.1247578669,t5:0.1247578669):0.2400947555):0.04891745489,(t7:0.3536475203,(t20:0.2484686004,t8:0.2484686004):0.10517892):0.06012255701):0.03711735976,(((t29:0.1142157788,t18:0.1142157788):0.1591448169,(t14:0.1804371649,t1:0.1804371649):0.09292343075):0.07222820559,t25:0.3455888012):0.1052986359):0.01381687249,((t11:0.3387712215,t13:0.3387712215):0.05434400275,(t32:0.1357960989,t37:0.1357960989):0.2573191254):0.07158908532):0.07946204973,((t3:0.3286819113,(((t15:0.1212146071,t35:0.1212146071):0.004306357646,t26:0.1255209647):0.03707520115,(t4:0.06602594517,t34:0.06602594517):0.09657022073):0.1660857454):0.1943583439,((t30:0.1297926924,(t10:0.0497534831,t6:0.0497534831):0.08003920929):0.1513472312,t17:0.2811399236):0.2419003317):0.02112610405):0.08864978226,(t24:0.06420853725,(t28:0.004653923348,t21:0.004653923348):0.0595546139):0.5686076043):0.2128987769):0.5433715382):0.562799783;
15|3.96512228882872|0.339868273504544|0.538694532238878|((((t7:0.01281559736,t5:0.01281559736):0.3377117692,(t4:0.2445775627,t8:0.2445775627):0.1059498038):0.003040432191,(t9:0.1880507021,(t12:0.184460576,t10:0.184460576):0.003590126115):0.1655170967):0.1278932644,((t3:0.05836669643,t11:0.05836669643):0.2862402742,(t2:0.171945927,(t1:0.1205936551,(((t15:0.04356345935,t13:0.04356345935):0.009918494295,t14:0.05348195364):0.05311822735,t6:0.106600181):0.01399347408):0.05135227195):0.1726610436):0.1368540925):0.0008741673112;
26|2.41612081340514|0.294770613887813|0.867839600192383|(((t6:0.05344092154,t3:0.05344092154):0.6223505317,((t11:0.0375587176,(t26:0.02973954317,t18:0.02973954317):0.007819174423):0.4350279241,((t21:0.112404592,t24:0.112404592):0.239718209,((t2:0.1942564398,((t23:0.02235089747,t17:0.02235089747):0.07836390733,t1:0.1007148048):0.09354163502):0.08746480148,(t7:0.0565930849,t22:0.0565930849):0.2251281564):0.07040155967):0.1204638408):0.2032048115):0.2440878358,((((t15:0.008727466862,t8:0.008727466862):0.4144226128,(t19:0.3083340134,(t14:0.02460582176,t10:0.02460582176):0.2837281917):0.1148160662):0.2285409629,(((t25:0.1245705799,t4:0.1245705799):0.2162283043,(t5:0.1382723428,t12:0.1382723428):0.2025265414):0.005724801611,(t16:0.320827781,t9:0.320827781):0.02569590482):0.3051673568):0.06692235568,(t13:0.3659951851,t20:0.3659951851):0.3526182132):0.2012658907):0.0281082198;
40|0.157773238883819|0.0871343861497007|0.851123764994554|((t22:6.141124109,((t7:0.3226971579,t33:0.3226971579):2.067823194,t35:2.390520352):3.750603757):9.037102936,(((t14:4.61377733,((t3:0.4471275437,t28:0.4471275437):4.012037784,(t39:2.881146107,((t27:0.939770098,(t30:0.7814209871,t37:0.7814209871):0.158349111):1.458170853,t8:2.397940951):0.483205155):1.578019221):0.1546120029):8.220089902,(((t2:9.047381189,t18:9.047381189):2.403106953,(t9:6.927122218,t1:6.927122218):4.523365925):0.9769856181,((((t29:2.115304182,t16:2.115304182):0.916828762,t36:3.032132944):0.7933236183,(t20:1.253066588,t32:1.253066588):2.572389975):2.571282759,t5:6.396739322):6.030734439):0.4063934716):1.61560966,(((t40:1.103141939,t4:1.103141939):10.82579714,((t23:2.225498673,((t31:0.6124934651,t38:0.6124934651):1.580377499,t13:2.192870964):0.03262770946):2.292773096,((t10:1.414865168,t21:1.414865168):1.741082834,t25:3.155948002):1.362323767):7.410667313):0.6183337386,((t15:9.767160925,((t24:5.952468587,(t11:2.497908312,t26:2.497908312):3.454560275):2.50429123,t6:8.456759817):1.310401109):1.706820423,((t34:9.287830688,(t12:1.2071611,t19:1.2071611):8.080669588):1.59633258,t17:10.88416327):0.5898180801):1.073291472):1.902204071):0.7287501524):9.051032979;
