Iteration	Posterior	Likelihood	Prior	clockRate_M[1]	clockRate_M[2]	clockRate_M[3]	clockRate_M[4]	clockRate_M[5]	clockRate_M[6]	clockRate_M[7]	clockRate_M[8]	clockRate_M[9]	clockRate_M[10]	clockRate_M[11]	clockRate_M[12]	clockRate_M[13]	clockRate_M[14]	clockRate_M[15]	clockRate_M[16]	clockRate_M[17]	clockRate_M[18]	clockRate_M[19]	clockRate_M[20]	clockRate_M[21]	clockRate_M[22]	clockRate_M[23]	clockRate_M[24]	clockRate_M[25]	clockRate_M[26]	clockRate_M[27]	clockRate_M[28]	clockRate_M[29]	clockRate_M[30]	clockRate_M[31]	clockRate_M[32]	clockRate_M[33]	clockRate_M[34]	clockRate_M[35]	clockRate_M[36]	clockRate_M[37]	clockRate_M[38]	clockRate_M[39]	clockRate_M[40]	clockRate_M[41]	clockRate_M[42]	clockRate_M[43]	clockRate_M[44]	clockRate_M[45]	clockRate_M[46]	clockRate_M[47]	clockRate_M[48]	clockRate_M[49]	clockRate_M[50]	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	diversification[12]	diversification[13]	diversification[14]	diversification[15]	diversification[16]	diversification[17]	diversification[18]	diversification[19]	diversification[20]	diversification[21]	diversification[22]	diversification[23]	diversification[24]	diversification[25]	diversification[26]	diversification[27]	diversification[28]	diversification[29]	diversification[30]	diversification[31]	diversification[32]	diversification[33]	diversification[34]	diversification[35]	diversification[36]	diversification[37]	diversification[38]	diversification[39]	diversification[40]	diversification[41]	diversification[42]	diversification[43]	diversification[44]	diversification[45]	diversification[46]	diversification[47]	diversification[48]	diversification[49]	diversification[50]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	migrationRates[1]	migrationRates[2]	migrationRates[3]	migrationRates[4]	migrationRates[5]	migrationRates[6]	migrationRates[7]	migrationRates[8]	migrationRates[9]	migrationRates[10]	migrationRates[11]	migrationRates[12]	migrationRates[13]	migrationRates[14]	migrationRates[15]	migrationRates[16]	migrationRates[17]	migrationRates[18]	migrationRates[19]	migrationRates[20]	migrationRates[21]	migrationRates[22]	migrationRates[23]	migrationRates[24]	migrationRates[25]	migrationRates[26]	migrationRates[27]	migrationRates[28]	migrationRates[29]	migrationRates[30]	migrationRates[31]	migrationRates[32]	migrationRates[33]	migrationRates[34]	migrationRates[35]	migrationRates[36]	migrationRates[37]	migrationRates[38]	migrationRates[39]	migrationRates[40]	migrationRates[41]	migrationRates[42]	migrationRates[43]	migrationRates[44]	migrationRates[45]	migrationRates[46]	migrationRates[47]	migrationRates[48]	migrationRates[49]	migrationRates[50]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	r_bio[1]	r_bio[2]	r_bio[3]	r_bio[4]	r_bio[5]	r_bio[6]	rootAge[1]	rootAge[2]	rootAge[3]	rootAge[4]	rootAge[5]	rootAge[6]	rootAge[7]	rootAge[8]	rootAge[9]	rootAge[10]	rootAge[11]	rootAge[12]	rootAge[13]	rootAge[14]	rootAge[15]	rootAge[16]	rootAge[17]	rootAge[18]	rootAge[19]	rootAge[20]	rootAge[21]	rootAge[22]	rootAge[23]	rootAge[24]	rootAge[25]	rootAge[26]	rootAge[27]	rootAge[28]	rootAge[29]	rootAge[30]	rootAge[31]	rootAge[32]	rootAge[33]	rootAge[34]	rootAge[35]	rootAge[36]	rootAge[37]	rootAge[38]	rootAge[39]	rootAge[40]	rootAge[41]	rootAge[42]	rootAge[43]	rootAge[44]	rootAge[45]	rootAge[46]	rootAge[47]	rootAge[48]	rootAge[49]	rootAge[50]	turnover[1]	turnover[2]	turnover[3]	turnover[4]	turnover[5]	turnover[6]	turnover[7]	turnover[8]	turnover[9]	turnover[10]	turnover[11]	turnover[12]	turnover[13]	turnover[14]	turnover[15]	turnover[16]	turnover[17]	turnover[18]	turnover[19]	turnover[20]	turnover[21]	turnover[22]	turnover[23]	turnover[24]	turnover[25]	turnover[26]	turnover[27]	turnover[28]	turnover[29]	turnover[30]	turnover[31]	turnover[32]	turnover[33]	turnover[34]	turnover[35]	turnover[36]	turnover[37]	turnover[38]	turnover[39]	turnover[40]	turnover[41]	turnover[42]	turnover[43]	turnover[44]	turnover[45]	turnover[46]	turnover[47]	turnover[48]	turnover[49]	turnover[50]
0	-7810849	-7798866	-11983.12	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.00490353	0.0171177	0.00169244	0.0116329	0.0046931	0.0026422	0.00242845	0.0340112	0.0062305	0.0003787	0.00172444	0.00079643	0.0476694	0.065324	0.0130314	0.00105928	0.0156773	0.00848704	0.0275932	0.00325552	0.0137424	0.00534012	0.00318568	0.0100465	0.00492379	0.000505358	0.0201357	0.00610726	0.0139079	0.00706927	0.00117876	0.00290026	0.0305997	0.000101404	0.0218899	0.00717728	0.00174585	0.0066519	0.00461916	0.00216506	0.00334923	0.00133023	0.0193322	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.660553	0.571044	1.02582	2.58382	3.57855	2.34182	1.05338	1.76926	0.70545	2.35258	2.15959	2.48553	0.320161	3.39503	2.76913	0.604724	2.88582	2.43636	1.85683	3.58539	1.44266	2.77246	1.53881	2.59165	2.14425	0.449353	3.90511	1.66778	0.895522	2.59425	1.9221	2.28076	2.3315	3.09139	1.45346	0.906351	3.47249	1.61051	3.01266	0.402837	3.98891	3.66495	2.09739	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.69972	0.707607	1.08122	1.7952	2.67243	4.20498	3.31357	1.17991	1.83736	1.26638	2.7922	2.6709	2.56196	0.415014	4.07204	4.39876	0.91507	5.04673	3.38622	3.26115	4.0475	2.05471	2.8203	1.74595	2.62839	2.33622	0.691386	7.27983	2.05347	1.56025	3.45013	3.03646	2.94964	3.01257	3.56411	2.08997	1.2737	4.9553	2.41282	3.53781	0.758891	4.23976	3.76233	2.16656	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	1.60628	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.159383	0.0470545	0.510176	0.76938	0.0886068	0.626426	0.971743	0.126533	0.0680971	0.560932	0.439628	0.51131	0.076437	0.0948526	0.677007	1.62963	0.310346	2.16091	0.949862	1.40432	0.462108	0.612051	0.0478397	0.207144	0.0367388	0.191966	0.242033	3.37472	0.385691	0.664725	0.855878	1.11435	0.668875	0.68107	0.472727	0.63651	0.36735	1.48281	0.802312	0.525151	0.356054	0.25085	0.0973753	0.0691674	0.265635	0.276923	0.2668	0.0262384	0.0270488	0.137355	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	83.4174	57.6925	47.1903	35.5647	1.60376	54.3221	54.9065	23.3268	58.1977	69.2159	52.4172	16.0161	12.5323	46.4202	68.3969	26.8789	0.209989	36.3065	56.2388	3.02033	32.8717	41.0536	26.7162	63.9214	0.122042	6.57388	12.7358	52.3465	72.081	46.712	14.7368	74.893	56.0423	34.1175	24.2583	24.1035	26.6363	57.5012	79.218	50.7929	54.2752	51.4645	78.5526	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0430799	0.0664981	0.471853	0.428577	0.0331559	0.148973	0.293262	0.10724	0.0370626	0.442941	0.157448	0.191437	0.0298353	0.228553	0.166258	0.370476	0.33915	0.42818	0.280508	0.430621	0.114171	0.297877	0.0169626	0.118643	0.0139777	0.0821698	0.350069	0.463572	0.187824	0.426038	0.248072	0.366992	0.226765	0.226076	0.132635	0.304554	0.288411	0.299237	0.332521	0.148439	0.469177	0.0591661	0.0258817	0.031925
10	-3539614	-3523489	-16124.39	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.1627	0.48042	0.461119	0.258176	0.409003	0.0406195	0.323058	0.377076	0.225297	0.666681	0.630033	1.35821	0.382204	0.0733109	0.0391177	0.455547	1.95778	0.297551	0.208591	0.40846	0.627206	0.0172117	0.167771	0.708018	0.646083	0.103286	0.205765	0.516123	0.691435	0.548996	0.191734	0.302219	0.62978	0.430654	0.636096	1.53857	0.260039	1.28108	0.315958	0.418733	0.19636	0.385174	0.463252	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.0927205	0.077065	0.39167	1.43201	2.55737	1.15528	0.178053	0.353693	0.119549	1.43483	1.43411	1.03095	0.358263	1.59002	0.62055	0.163671	3.84717	2.10289	0.659889	1.89848	0.371397	2.02395	0.784453	1.72649	2.0217	0.249051	2.90357	0.470943	0.336057	2.16411	1.26851	1.94352	1.88224	1.94249	0.997941	0.532312	1.87779	0.451291	2.13893	0.193488	2.9587	2.54944	1.08256	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.58185	0.124054	0.0844036	0.583249	1.48112	3.00644	1.27254	0.323723	0.367306	0.154151	1.59898	1.6976	1.06266	0.433021	1.86927	0.743969	0.190686	6.26176	2.3175	0.677942	1.93604	0.555297	2.07388	0.841239	1.81604	3.19718	0.411585	3.13132	0.515527	0.551104	2.52993	1.42105	2.24394	1.9017	2.03193	1.13333	0.951558	2.00889	0.461906	2.79332	0.334102	3.6447	3.13748	1.49601	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	0.941693	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.0415179	0.0313334	0.00733866	0.191578	0.0491078	0.449067	0.117266	0.14567	0.0136133	0.0346022	0.164156	0.263495	0.0317047	0.0747573	0.279254	0.12342	0.0270157	2.41458	0.21461	0.0180534	0.0375668	0.1839	0.0499277	0.0567863	0.0895479	1.17548	0.162534	0.227751	0.0445839	0.215047	0.365818	0.152542	0.300421	0.0194605	0.0894471	0.135393	0.419246	0.1311	0.010615	0.654394	0.140614	0.685995	0.588039	0.413445	0.871458	0.0180971	0.00134151	0.059595	0.0334789	0.016029	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	82.7454	56.6683	46.284	36.1332	1.49785	53.2773	55.0704	22.2013	60.0133	69.4017	50.819	16.421	12.2281	45.8091	67.6061	27.2331	0.736557	35.163	56.0384	2.60492	33.4266	40.8311	25.5295	63.6143	0.555059	6.08314	12.9231	52.9498	71.4743	46.2993	13.7743	74.7258	55.2808	33.9442	24.0043	24.1632	26.1846	57.1937	77.5553	50.1533	52.7752	51.0924	77.7789	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0115912	0.252579	0.0869472	0.328468	0.0331559	0.149369	0.0921511	0.449983	0.0370626	0.224469	0.102663	0.155216	0.0298353	0.172641	0.149392	0.165893	0.141676	0.385608	0.0926042	0.0266298	0.0194039	0.331175	0.0240745	0.0675032	0.0493095	0.367663	0.394899	0.0727333	0.0864821	0.390211	0.144596	0.107344	0.133881	0.0102332	0.0440207	0.119465	0.440589	0.0652601	0.0229808	0.234271	0.420872	0.188217	0.187424	0.276366
20	-3343360	-3332289	-11071.21	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.1627	0.48042	0.30322	0.258176	0.409003	0.0350077	0.323058	0.365605	0.225133	0.439104	0.451126	1.13132	0.324451	0.0733109	0.0391177	0.340916	2.57162	0.200855	0.168314	0.40846	0.495956	0.0172117	0.141643	0.429579	0.600753	0.103286	0.205765	0.460133	0.469345	0.734205	0.15252	0.25026	0.62978	0.353039	0.599128	1.40914	0.203699	1.13859	0.315958	0.389152	0.208523	0.385174	0.358655	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.0927205	0.077065	0.467601	0.232418	1.55128	0.461763	0.211276	0.274063	0.0528717	0.13674	0.421382	0.448631	0.230989	0.110493	0.0479186	0.152358	3.85579	0.677981	0.1497	1.36362	0.220968	0.843682	0.213716	1.1139	2.13273	0.258923	1.25444	0.247116	0.3122	0.926877	0.344493	0.0955784	1.37857	0.918321	0.408989	0.372712	0.19266	0.0787921	1.10261	0.218708	0.945103	1.21301	0.220969	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.62404	0.183064	0.0839939	0.812284	0.386366	1.66477	0.508634	0.384126	0.29973	0.0660865	0.16735	0.74413	0.612244	0.28857	0.151711	0.0515365	0.181483	4.11692	0.716896	0.205165	1.64749	0.25527	0.887082	0.310167	1.18852	2.81891	0.270065	1.35284	0.446051	0.539227	0.963939	0.455932	0.098073	2.21963	1.04213	0.42251	0.567051	0.347134	0.151614	1.21397	0.405786	0.985507	1.72449	0.328017	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	0.705323	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.0837017	0.0903431	0.00692897	0.344682	0.153948	0.113498	0.0468712	0.17285	0.0256671	0.0132148	0.03061	0.322748	0.163614	0.0575809	0.0412176	0.00361793	0.0291254	0.26113	0.038915	0.0554654	0.283867	0.0343014	0.0434006	0.0964514	0.0746183	0.686176	0.0111423	0.0983963	0.198935	0.227027	0.0370612	0.111439	0.00249456	0.84106	0.12381	0.013521	0.194339	0.154475	0.0728216	0.11136	0.187077	0.0404043	0.511474	0.107047	0.865089	0.0577821	0.000599985	0.03335	0.0391678	0.00401119	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	81.6299	56.503	44.8057	35.4582	1.34734	51.3122	54.9254	20.5158	58.6284	68.672	50.0481	13.3921	11.7112	45.8788	68.0781	26.7402	0.736557	33.8487	56.5825	2.29016	33.6819	39.5081	24.9751	62.8941	0.555059	5.57323	12.3046	53.9651	69.8549	44.9999	11.8337	74.6109	53.676	34.294	23.4249	24.3986	25.3076	56.3243	76.2155	48.7073	52.0547	49.3084	77.851	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0230963	0.493506	0.0824936	0.424337	0.398452	0.068176	0.0921511	0.449983	0.0856341	0.199962	0.18291	0.433725	0.267236	0.199539	0.271686	0.0702012	0.160485	0.0634284	0.0542827	0.270345	0.172303	0.134373	0.0489251	0.310966	0.0627827	0.243419	0.0412578	0.0727333	0.445991	0.421024	0.0384476	0.24442	0.0254357	0.378919	0.118805	0.0320016	0.342719	0.445	0.48031	0.0917322	0.461025	0.0409985	0.296595	0.326348
30	-3261667	-3251551	-10116.15	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.1627	0.655886	0.291633	0.195171	0.355775	0.0350077	0.323058	0.365605	0.225133	0.430916	0.451126	0.809363	0.200938	0.0733109	0.0391177	0.340916	2.47411	0.160665	0.168314	0.388129	0.495956	0.0172117	0.141643	0.429579	0.600753	0.103286	0.206537	0.460133	0.410951	0.734441	0.15252	0.23617	0.515866	0.353039	0.503434	1.34609	0.144766	0.992381	0.165637	0.389152	0.194348	0.385174	0.339498	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.0927205	0.077065	0.357333	0.21643	1.69877	0.0698107	0.343845	0.106804	0.0528717	0.144793	0.357317	0.460787	0.352604	0.104595	0.0479186	0.206042	2.69659	0.182956	0.0925816	1.05302	0.152844	0.141061	0.21905	0.183575	1.77711	0.278215	0.488144	0.244249	0.284099	0.605518	0.650396	0.102393	0.93971	0.264362	0.428031	0.496112	0.355478	0.0792279	0.0975693	0.218708	0.235997	0.395337	0.114305	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.62404	0.183064	0.125733	0.681941	0.428498	1.78267	0.127136	0.676333	0.115535	0.101356	0.219956	0.659687	0.85057	0.382923	0.201148	0.0505448	0.223793	3.84242	0.345004	0.157372	1.23568	0.244615	0.14364	0.40902	0.269239	2.29278	0.367225	0.677364	0.479327	0.437822	0.615193	0.827795	0.148221	1.85123	0.424594	0.445875	0.585366	0.371293	0.156552	0.176605	0.405908	0.289436	0.503717	0.215517	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	0.206465	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.0837017	0.0903431	0.0486679	0.324608	0.212068	0.0839042	0.0573248	0.332488	0.00873004	0.0484842	0.0751626	0.30237	0.389783	0.0303191	0.0965532	0.00262624	0.017751	1.14583	0.162048	0.0647901	0.182665	0.0917716	0.002579	0.189969	0.0856646	0.515667	0.0890106	0.18922	0.235078	0.153723	0.00967469	0.177399	0.0458281	0.911524	0.160233	0.0178447	0.0892535	0.0158155	0.0773239	0.0790356	0.187199	0.0534391	0.10838	0.101213	0.886114	0.0251383	0.00481131	0.0545463	0.0217179	0.00767172	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	81.7014	56.0184	44.53	36.7244	1.27248	50.6641	54.3709	18.6597	59.4464	70.142	49.0619	12.5855	10.9427	47.9746	67.7293	28.0407	0.736557	34.0637	57.0267	2.48536	34.0004	37.6977	24.133	62.41	0.513262	5.00774	11.9566	55.1688	70.4082	44.2568	10.6359	74.1765	52.4698	33.7745	23.4509	25.0931	23.8681	55.7146	76.1238	47.8889	50.2986	49.2113	76.2849	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0230963	0.493506	0.387074	0.476006	0.494911	0.0470665	0.450895	0.491604	0.0755622	0.478356	0.341717	0.458353	0.458261	0.079178	0.48001	0.0519586	0.079319	0.298205	0.469699	0.411701	0.147825	0.375167	0.0179547	0.464451	0.318172	0.224909	0.242387	0.279348	0.490433	0.351109	0.0157263	0.214303	0.309186	0.492387	0.377378	0.0400216	0.152475	0.0425958	0.493919	0.447528	0.461187	0.184632	0.215161	0.469627
40	-3199117	-3189243	-9874.167	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.1627	0.546626	0.291633	0.195171	0.355775	0.0282515	0.283829	0.289404	0.225133	0.430916	0.414796	0.5346	0.200938	0.0733109	0.0391177	0.262812	2.47411	0.160665	0.153749	0.386905	0.475056	0.0172117	0.140943	0.45501	0.551347	0.103286	0.206537	0.37306	0.357657	0.656357	0.131471	0.23617	0.469227	0.34471	0.326374	1.34609	0.129719	0.992381	0.125333	0.389152	0.194348	0.385174	0.339498	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.115238	0.0472178	0.3336	0.264764	1.68161	0.057627	0.231736	0.0814899	0.0528717	0.101372	0.357317	0.459636	0.267277	0.0576938	0.0186246	0.135703	2.31803	0.243905	0.0925816	0.701772	0.152844	0.106999	0.140663	0.205102	3.72084	0.217183	0.363036	0.229011	0.230839	0.284525	0.644978	0.192624	0.653023	0.0777147	0.300575	0.562018	0.251716	0.105766	0.094343	0.224024	0.151066	0.266562	0.114305	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.85546	0.171084	0.0929336	0.626372	0.411804	1.97676	0.106294	0.41929	0.0892895	0.0768331	0.133983	0.704719	0.775128	0.275132	0.0990092	0.0230432	0.242979	2.70115	0.459937	0.134749	1.14926	0.198838	0.11977	0.221834	0.408899	3.93027	0.27035	0.685809	0.448069	0.45587	0.358414	0.758497	0.381771	1.1846	0.117	0.396419	0.694366	0.369202	0.195497	0.145145	0.433133	0.27409	0.468409	0.207595	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	0.133031	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.315129	0.0558454	0.0457158	0.292772	0.147041	0.29515	0.0486668	0.187554	0.00779966	0.0239614	0.0326104	0.347402	0.315492	0.00785576	0.0413154	0.00441861	0.107276	0.38312	0.216032	0.0421674	0.447491	0.0459948	0.0127708	0.0811708	0.203796	0.209428	0.0531676	0.322773	0.219058	0.225031	0.0738887	0.113519	0.189147	0.531574	0.0392849	0.0958444	0.132348	0.117487	0.0897311	0.0508016	0.209109	0.123024	0.201848	0.0932902	0.89353	0.0173976	0.00714498	0.0469744	0.0277288	0.00722414	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	83.1452	55.6257	43.7927	35.604	1.27248	50.3162	55.3334	16.689	57.9061	70.5255	48.7419	12.8887	10.7551	46.8771	67.4317	27.7185	0.736557	34.6335	56.9717	2.33948	32.1634	38.209	23.4551	63.0944	0.513262	4.99423	12.6096	53.9281	70.2148	44.619	8.97511	73.3185	51.1156	34.9156	23.5967	23.9771	23.3804	55.1192	75.2668	46.1065	49.6128	48.4521	73.9404	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0817356	0.326421	0.491919	0.467409	0.357064	0.14931	0.457852	0.447313	0.0873524	0.311863	0.243393	0.492965	0.407019	0.0285527	0.417289	0.191753	0.441504	0.141836	0.469699	0.312933	0.389372	0.231318	0.106628	0.365908	0.498403	0.0532859	0.196662	0.470646	0.488893	0.49363	0.206155	0.149663	0.495447	0.448738	0.33577	0.241776	0.190603	0.318218	0.458989	0.350007	0.482782	0.448844	0.430922	0.449386
50	-3154311	-3144607	-9703.704	0.00943457	0.00232037	0.0231944	0.00527118	0.00143585	0.00944413	0.0130345	0.1721	0.546626	0.291633	0.195171	0.355775	0.0282515	0.276858	0.320689	0.224962	0.0428264	0.316654	0.5346	0.1804	0.0733109	0.0391177	0.262812	2.40843	0.160665	0.153749	0.386905	0.475056	0.0172117	0.12869	0.468613	0.551347	0.103286	0.206537	0.339125	0.339573	0.581987	0.131471	0.23617	0.40797	0.310758	0.326374	1.34609	0.129719	0.878903	0.125333	0.389152	0.194348	0.292061	0.339498	0.161371	1.75161	3.53057	2.96146	0.598094	2.38051	3.54033	0.115238	0.101241	0.364652	0.180446	0.841353	0.192814	0.272395	0.0814899	0.0599914	0.117539	0.473401	0.459636	0.267277	0.0591323	0.0186246	0.216959	3.07755	0.179426	0.116069	0.640199	0.0962048	0.0593937	0.199418	0.177939	3.35836	0.143239	0.291974	0.240583	0.239555	0.148277	0.575452	0.162585	0.221931	0.190295	0.285578	0.363457	0.265399	0.105766	0.101202	0.308703	0.151066	0.239823	0.114305	0.179472	1.95101	6.21022	5.76238	0.915847	3.13201	3.64683	0.121904	0.177184	0.704071	0.299243	1.13078	0.236594	0.50973	0.0923994	0.0842938	0.18327	0.933665	0.871535	0.339745	0.0915344	0.0308775	0.291148	3.85668	0.268162	0.163593	0.977358	0.151758	0.10289	0.239716	0.354746	4.00918	0.225941	0.459266	0.458903	0.473083	0.205555	0.65113	0.322235	0.434987	0.266731	0.381449	0.406843	0.359975	0.159806	0.189702	0.573859	0.27697	0.427407	0.162406	0.105634	1.03475	0.270216	0.403325	0.647809	1.62684	0.42687	0.149399	0.251633	0.555366	1.02296	0.42528	0.00667678	1.15359	5.99296	1.79427	3.23105	1.91781	1.06184	0.124821	0.954912	1.04326	2.0992	0.269849	1.11257	2.09996	1.0925	2.22305	0.922852	0.107231	1.12095	1.08442	0.34465	2.30437	2.28916	0.544346	1.42021	0.0121318	0.158578	2.04338	1.43094	0.992291	1.4297	0.793043	1.90847	0.565007	1.09288	0.412166	1.38768	0.121692	0.0181008	0.199398	2.67965	2.80092	0.317753	0.751498	0.106494	0.00666597	0.075943	0.339419	0.118797	0.289426	0.0437802	0.237335	0.0109095	0.0243023	0.0657304	0.460264	0.4119	0.0724686	0.0324021	0.0122529	0.0741888	0.779127	0.0887366	0.0475232	0.337159	0.0555535	0.0434959	0.0402977	0.176806	0.650815	0.082702	0.167292	0.21832	0.233528	0.057278	0.0756778	0.15965	0.213056	0.0764362	0.0958711	0.0433855	0.094576	0.05404	0.0884991	0.265156	0.125904	0.187584	0.0481016	0.908475	0.031275	0.00304277	0.022927	0.0230495	0.0112302	87.4899	24.7127	70.0246	22.3441	62.6946	81.7731	64.7807	82.6774	53.1036	43.3244	34.6828	1.27237	49.6726	54.9427	15.7508	57.3157	70.1487	48.8086	13.0969	10.2341	46.7247	67.3232	29.3833	0.736557	34.6695	55.8677	2.39258	31.5942	38.2192	22.4869	62.9595	0.513262	4.91598	13.5725	52.8778	68.7527	44.0734	6.42521	73.1782	51.9351	34.2224	23.7298	22.7914	22.0899	54.9221	75.4528	44.8609	48.5002	48.3405	73.7801	0.100856	0.102203	0.431491	0.48607	0.346949	0.239941	0.0292017	0.0546819	0.42861	0.482081	0.396991	0.255953	0.185044	0.465609	0.118069	0.288305	0.358654	0.492965	0.472614	0.213303	0.353988	0.396823	0.254815	0.20202	0.330906	0.290498	0.34497	0.366066	0.422743	0.168106	0.498403	0.162331	0.366033	0.36426	0.475743	0.49363	0.27865	0.116225	0.495447	0.489798	0.286567	0.251334	0.10664	0.262729	0.338159	0.466518	0.462058	0.454576	0.438888	0.296181
